"","Province.State","Country.Region","Lat","Long","date","cases","type"
"500","Hebei","Mainland China",38.0428,114.5149,2020-02-02,8,"confirmed"
"501","Heilongjiang","Mainland China",47.862,127.7622,2020-02-02,15,"confirmed"
"502","Henan","Mainland China",33.88202,113.614,2020-02-02,71,"confirmed"
"503","Hong Kong","Hong Kong",22.3193,114.1694,2020-02-02,2,"confirmed"
"504","Hubei","Mainland China",30.97564,112.2707,2020-02-02,4024,"confirmed"
"505","Hunan","Mainland China",27.61041,111.7088,2020-02-02,74,"confirmed"
"506","Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-02,4,"confirmed"
"507","Jiangsu","Mainland China",32.97027,119.464,2020-02-02,34,"confirmed"
"508","Jiangxi","Mainland China",27.61401,115.7221,2020-02-02,47,"confirmed"
"509","Jilin","Mainland China",43.66657,126.1917,2020-02-02,6,"confirmed"
"510","Liaoning","Mainland China",41.29284,122.6086,2020-02-02,6,"confirmed"
"511","Macau","Macau",22.1987,113.5439,2020-02-02,1,"confirmed"
"512","Ningxia","Mainland China",37.26923,106.1655,2020-02-02,2,"confirmed"
"513","Qinghai","Mainland China",35.65945,96.02564,2020-02-02,2,"confirmed"
"514","Queensland","Australia",-27.4698,153.0251,2020-02-02,-1,"confirmed"
"515","Shaanxi","Mainland China",35.19165,108.8701,2020-02-02,15,"confirmed"
"516","Shandong","Mainland China",36.34377,118.1529,2020-02-02,24,"confirmed"
"517","Shanghai","Mainland China",31.20327,121.4554,2020-02-02,13,"confirmed"
"518","Shanxi","Mainland China",37.57769,112.2922,2020-02-02,19,"confirmed"
"519","Sichuan","Mainland China",30.61714,102.7103,2020-02-02,24,"confirmed"
"520","South Australia","Australia",-34.9285,138.6007,2020-02-02,1,"confirmed"
"521","Tianjin","Mainland China",39.29362,117.333,2020-02-02,7,"confirmed"
"522","Xinjiang","Mainland China",41.11981,85.17822,2020-02-02,3,"confirmed"
"523","Yunnan","Mainland China",24.97411,101.4868,2020-02-02,12,"confirmed"
"524","Zhejiang","Mainland China",29.18251,120.0985,2020-02-02,62,"confirmed"
"525","","Philippines",12.8797,121.774,2020-02-02,1,"death"
"526","Chongqing","Mainland China",30.05718,107.874,2020-02-02,1,"death"
"527","Hubei","Mainland China",30.97564,112.2707,2020-02-02,101,"death"
"528","Anhui","Mainland China",31.82571,117.2264,2020-02-02,2,"recovered"
"529","Chongqing","Mainland China",30.05718,107.874,2020-02-02,4,"recovered"
"530","Gansu","Mainland China",36.0611,103.8343,2020-02-02,3,"recovered"
"531","Guangdong","Mainland China",23.33841,113.422,2020-02-02,1,"recovered"
"532","Hainan","Mainland China",19.19673,109.7455,2020-02-02,3,"recovered"
"533","Hebei","Mainland China",38.0428,114.5149,2020-02-02,3,"recovered"
"534","Henan","Mainland China",33.88202,113.614,2020-02-02,7,"recovered"
"535","Hubei","Mainland China",30.97564,112.2707,2020-02-02,127,"recovered"
"536","Hunan","Mainland China",27.61041,111.7088,2020-02-02,8,"recovered"
"537","Jiangsu","Mainland China",32.97027,119.464,2020-02-02,1,"recovered"
"538","Jiangxi","Mainland China",27.61401,115.7221,2020-02-02,3,"recovered"
"539","Shandong","Mainland China",36.34377,118.1529,2020-02-02,3,"recovered"
"540","Shanxi","Mainland China",37.57769,112.2922,2020-02-02,2,"recovered"
"541","Sichuan","Mainland China",30.61714,102.7103,2020-02-02,8,"recovered"
"542","Tianjin","Mainland China",39.29362,117.333,2020-02-02,1,"recovered"
"543","Yunnan","Mainland China",24.97411,101.4868,2020-02-02,1,"recovered"
"544","Zhejiang","Mainland China",29.18251,120.0985,2020-02-02,11,"recovered"
"545","","Germany",51.1657,10.4515,2020-02-03,2,"confirmed"
"546","","India",20.5937,78.9629,2020-02-03,1,"confirmed"
"547","","Vietnam",21.0278,105.8342,2020-02-03,2,"confirmed"
"548","Anhui","Mainland China",31.82571,117.2264,2020-02-03,68,"confirmed"
"549","Beijing","Mainland China",40.18238,116.4142,2020-02-03,21,"confirmed"
"550","Chongqing","Mainland China",30.05718,107.874,2020-02-03,37,"confirmed"
"551","Fujian","Mainland China",26.07783,117.9895,2020-02-03,20,"confirmed"
"552","Gansu","Mainland China",36.0611,103.8343,2020-02-03,4,"confirmed"
"553","Guangdong","Mainland China",23.33841,113.422,2020-02-03,93,"confirmed"
"554","Guangxi","Mainland China",23.82908,108.7881,2020-02-03,16,"confirmed"
"555","Guizhou","Mainland China",26.81536,106.8748,2020-02-03,8,"confirmed"
"556","Hainan","Mainland China",19.19673,109.7455,2020-02-03,8,"confirmed"
"557","Hebei","Mainland China",38.0428,114.5149,2020-02-03,9,"confirmed"
"558","Heilongjiang","Mainland China",47.862,127.7622,2020-02-03,26,"confirmed"
"559","Henan","Mainland China",33.88202,113.614,2020-02-03,73,"confirmed"
"560","Hubei","Mainland China",30.97564,112.2707,2020-02-03,2345,"confirmed"
"561","Hunan","Mainland China",27.61041,111.7088,2020-02-03,58,"confirmed"
"562","Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-03,7,"confirmed"
"563","Jiangsu","Mainland China",32.97027,119.464,2020-02-03,35,"confirmed"
"564","Jiangxi","Mainland China",27.61401,115.7221,2020-02-03,58,"confirmed"
"565","Jilin","Mainland China",43.66657,126.1917,2020-02-03,8,"confirmed"
"566","Liaoning","Mainland China",41.29284,122.6086,2020-02-03,4,"confirmed"
"567","Ningxia","Mainland China",37.26923,106.1655,2020-02-03,3,"confirmed"
"568","Qinghai","Mainland China",35.65945,96.02564,2020-02-03,2,"confirmed"
"569","San Benito, CA","US",36.5761,-120.9876,2020-02-03,2,"confirmed"
"570","Santa Clara, CA","US",37.3541,-121.9552,2020-02-03,1,"confirmed"
"571","Shaanxi","Mainland China",35.19165,108.8701,2020-02-03,12,"confirmed"
"572","Shandong","Mainland China",36.34377,118.1529,2020-02-03,29,"confirmed"
"573","Shanghai","Mainland China",31.20327,121.4554,2020-02-03,21,"confirmed"
"574","Shanxi","Mainland China",37.57769,112.2922,2020-02-03,8,"confirmed"
"575","Sichuan","Mainland China",30.61714,102.7103,2020-02-03,23,"confirmed"
"576","Tianjin","Mainland China",39.29362,117.333,2020-02-03,12,"confirmed"
"577","Xinjiang","Mainland China",41.11981,85.17822,2020-02-03,3,"confirmed"
"578","Yunnan","Mainland China",24.97411,101.4868,2020-02-03,12,"confirmed"
"579","Zhejiang","Mainland China",29.18251,120.0985,2020-02-03,63,"confirmed"
"580","Hubei","Mainland China",30.97564,112.2707,2020-02-03,64,"death"
"581","Anhui","Mainland China",31.82571,117.2264,2020-02-03,7,"recovered"
"582","Beijing","Mainland China",40.18238,116.4142,2020-02-03,3,"recovered"
"583","Chongqing","Mainland China",30.05718,107.874,2020-02-03,2,"recovered"
"584","Fujian","Mainland China",26.07783,117.9895,2020-02-03,1,"recovered"
"585","Guangdong","Mainland China",23.33841,113.422,2020-02-03,6,"recovered"
"586","Guangxi","Mainland China",23.82908,108.7881,2020-02-03,5,"recovered"
"587","Henan","Mainland China",33.88202,113.614,2020-02-03,6,"recovered"
"588","Hubei","Mainland China",30.97564,112.2707,2020-02-03,91,"recovered"
"589","Hunan","Mainland China",27.61041,111.7088,2020-02-03,6,"recovered"
"590","Jiangsu","Mainland China",32.97027,119.464,2020-02-03,1,"recovered"
"591","Jiangxi","Mainland China",27.61401,115.7221,2020-02-03,6,"recovered"
"592","Ningxia","Mainland China",37.26923,106.1655,2020-02-03,1,"recovered"
"593","Shandong","Mainland China",36.34377,118.1529,2020-02-03,1,"recovered"
"594","Shanxi","Mainland China",37.57769,112.2922,2020-02-03,-1,"recovered"
"595","Sichuan","Mainland China",30.61714,102.7103,2020-02-03,3,"recovered"
"596","Yunnan","Mainland China",24.97411,101.4868,2020-02-03,2,"recovered"
"597","Zhejiang","Mainland China",29.18251,120.0985,2020-02-03,11,"recovered"
"598","","Belgium",50.5039,4.4699,2020-02-04,1,"confirmed"
"599","","Japan",35.6762,139.6503,2020-02-04,2,"confirmed"
"600","","Malaysia",4.2105,101.9758,2020-02-04,2,"confirmed"
"601","","Singapore",1.3521,103.8198,2020-02-04,6,"confirmed"
"602","","South Korea",37.5665,126.978,2020-02-04,1,"confirmed"
"603","","Thailand",13.7563,100.5018,2020-02-04,6,"confirmed"
"604","Anhui","Mainland China",31.82571,117.2264,2020-02-04,72,"confirmed"
"605","Beijing","Mainland China",40.18238,116.4142,2020-02-04,16,"confirmed"
"606","Chongqing","Mainland China",30.05718,107.874,2020-02-04,29,"confirmed"
"607","Fujian","Mainland China",26.07783,117.9895,2020-02-04,15,"confirmed"
"608","Gansu","Mainland China",36.0611,103.8343,2020-02-04,2,"confirmed"
"609","Guangdong","Mainland China",23.33841,113.422,2020-02-04,88,"confirmed"
"610","Guangxi","Mainland China",23.82908,108.7881,2020-02-04,12,"confirmed"
"611","Guizhou","Mainland China",26.81536,106.8748,2020-02-04,12,"confirmed"
"612","Hainan","Mainland China",19.19673,109.7455,2020-02-04,8,"confirmed"
"613","Hebei","Mainland China",38.0428,114.5149,2020-02-04,13,"confirmed"
"614","Heilongjiang","Mainland China",47.862,127.7622,2020-02-04,34,"confirmed"
"615","Henan","Mainland China",33.88202,113.614,2020-02-04,109,"confirmed"
"616","Hong Kong","Hong Kong",22.3193,114.1694,2020-02-04,2,"confirmed"
"617","Hubei","Mainland China",30.97564,112.2707,2020-02-04,3156,"confirmed"
"618","Hunan","Mainland China",27.61041,111.7088,2020-02-04,72,"confirmed"
"619","Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-04,1,"confirmed"
"620","Jiangsu","Mainland China",32.97027,119.464,2020-02-04,37,"confirmed"
"621","Jiangxi","Mainland China",27.61401,115.7221,2020-02-04,85,"confirmed"
"622","Jilin","Mainland China",43.66657,126.1917,2020-02-04,11,"confirmed"
"623","Liaoning","Mainland China",41.29284,122.6086,2020-02-04,7,"confirmed"
"624","Macau","Macau",22.1987,113.5439,2020-02-04,2,"confirmed"
"625","Ningxia","Mainland China",37.26923,106.1655,2020-02-04,3,"confirmed"
"626","Qinghai","Mainland China",35.65945,96.02564,2020-02-04,2,"confirmed"
"627","Queensland","Australia",-27.4698,153.0251,2020-02-04,1,"confirmed"
"628","Shaanxi","Mainland China",35.19165,108.8701,2020-02-04,14,"confirmed"
"629","Shandong","Mainland China",36.34377,118.1529,2020-02-04,16,"confirmed"
"630","Shanghai","Mainland China",31.20327,121.4554,2020-02-04,16,"confirmed"
"631","Shanxi","Mainland China",37.57769,112.2922,2020-02-04,7,"confirmed"
"632","Sichuan","Mainland China",30.61714,102.7103,2020-02-04,28,"confirmed"
"633","Taiwan","Taiwan",23.6978,120.9605,2020-02-04,1,"confirmed"
"634","Tianjin","Mainland China",39.29362,117.333,2020-02-04,7,"confirmed"
"635","Xinjiang","Mainland China",41.11981,85.17822,2020-02-04,5,"confirmed"
"636","Yunnan","Mainland China",24.97411,101.4868,2020-02-04,5,"confirmed"
"637","Zhejiang","Mainland China",29.18251,120.0985,2020-02-04,105,"confirmed"
"638","Hong Kong","Hong Kong",22.3193,114.1694,2020-02-04,1,"death"
"639","Hubei","Mainland China",30.97564,112.2707,2020-02-04,65,"death"
"640","Anhui","Mainland China",31.82571,117.2264,2020-02-04,6,"recovered"
"641","Beijing","Mainland China",40.18238,116.4142,2020-02-04,11,"recovered"
"642","Fujian","Mainland China",26.07783,117.9895,2020-02-04,2,"recovered"
"643","Gansu","Mainland China",36.0611,103.8343,2020-02-04,1,"recovered"
"644","Guangdong","Mainland China",23.33841,113.422,2020-02-04,9,"recovered"
"645","Guangxi","Mainland China",23.82908,108.7881,2020-02-04,3,"recovered"
"646","Hainan","Mainland China",19.19673,109.7455,2020-02-04,1,"recovered"
"647","Hebei","Mainland China",38.0428,114.5149,2020-02-04,1,"recovered"
"648","Heilongjiang","Mainland China",47.862,127.7622,2020-02-04,2,"recovered"
"649","Henan","Mainland China",33.88202,113.614,2020-02-04,11,"recovered"
"650","Hubei","Mainland China",30.97564,112.2707,2020-02-04,136,"recovered"
"651","Hunan","Mainland China",27.61041,111.7088,2020-02-04,9,"recovered"
"652","Jiangsu","Mainland China",32.97027,119.464,2020-02-04,4,"recovered"
"653","Jiangxi","Mainland China",27.61401,115.7221,2020-02-04,2,"recovered"
"654","Liaoning","Mainland China",41.29284,122.6086,2020-02-04,1,"recovered"
"655","Shaanxi","Mainland China",35.19165,108.8701,2020-02-04,2,"recovered"
"656","Shandong","Mainland China",36.34377,118.1529,2020-02-04,4,"recovered"
"657","Shanghai","Mainland China",31.20327,121.4554,2020-02-04,2,"recovered"
"658","Shanxi","Mainland China",37.57769,112.2922,2020-02-04,2,"recovered"
"659","Tianjin","Mainland China",39.29362,117.333,2020-02-04,1,"recovered"
"660","Zhejiang","Mainland China",29.18251,120.0985,2020-02-04,19,"recovered"
"661","","Malaysia",4.2105,101.9758,2020-02-05,2,"confirmed"
"662","","Singapore",1.3521,103.8198,2020-02-05,4,"confirmed"
"663","","South Korea",37.5665,126.978,2020-02-05,3,"confirmed"
"664","Anhui","Mainland China",31.82571,117.2264,2020-02-05,50,"confirmed"
"665","Beijing","Mainland China",40.18238,116.4142,2020-02-05,25,"confirmed"
"666","British Columbia","Canada",49.2827,-123.121,2020-02-05,1,"confirmed"
"667","Chongqing","Mainland China",30.05718,107.874,2020-02-05,23,"confirmed"
"668","Fujian","Mainland China",26.07783,117.9895,2020-02-05,11,"confirmed"
"669","Gansu","Mainland China",36.0611,103.8343,2020-02-05,5,"confirmed"
"670","Guangdong","Mainland China",23.33841,113.422,2020-02-05,82,"confirmed"
"671","Guangxi","Mainland China",23.82908,108.7881,2020-02-05,11,"confirmed"
"672","Guizhou","Mainland China",26.81536,106.8748,2020-02-05,6,"confirmed"
"673","Hainan","Mainland China",19.19673,109.7455,2020-02-05,19,"confirmed"
"674","Hebei","Mainland China",38.0428,114.5149,2020-02-05,9,"confirmed"
"675","Heilongjiang","Mainland China",47.862,127.7622,2020-02-05,35,"confirmed"
"676","Henan","Mainland China",33.88202,113.614,2020-02-05,89,"confirmed"
"677","Hong Kong","Hong Kong",22.3193,114.1694,2020-02-05,4,"confirmed"
"678","Hubei","Mainland China",30.97564,112.2707,2020-02-05,2987,"confirmed"
"679","Hunan","Mainland China",27.61041,111.7088,2020-02-05,68,"confirmed"
"680","Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-05,7,"confirmed"
"681","Jiangsu","Mainland China",32.97027,119.464,2020-02-05,33,"confirmed"
"682","Jiangxi","Mainland China",27.61401,115.7221,2020-02-05,72,"confirmed"
"683","Jilin","Mainland China",43.66657,126.1917,2020-02-05,12,"confirmed"
"684","Liaoning","Mainland China",41.29284,122.6086,2020-02-05,8,"confirmed"
"685","Madison, WI","US",43.0731,-89.4012,2020-02-05,1,"confirmed"
"686","Qinghai","Mainland China",35.65945,96.02564,2020-02-05,2,"confirmed"
"687","Shaanxi","Mainland China",35.19165,108.8701,2020-02-05,23,"confirmed"
"688","Shandong","Mainland China",36.34377,118.1529,2020-02-05,32,"confirmed"
"689","Shanghai","Mainland China",31.20327,121.4554,2020-02-05,24,"confirmed"
"690","Sichuan","Mainland China",30.61714,102.7103,2020-02-05,19,"confirmed"
"691","Tianjin","Mainland China",39.29362,117.333,2020-02-05,2,"confirmed"
"692","Xinjiang","Mainland China",41.11981,85.17822,2020-02-05,3,"confirmed"
"693","Yunnan","Mainland China",24.97411,101.4868,2020-02-05,6,"confirmed"
"694","Zhejiang","Mainland China",29.18251,120.0985,2020-02-05,66,"confirmed"
"695","Guizhou","Mainland China",26.81536,106.8748,2020-02-05,1,"death"
"696","Hubei","Mainland China",30.97564,112.2707,2020-02-05,70,"death"
"697","Tianjin","Mainland China",39.29362,117.333,2020-02-05,1,"death"
"698","Anhui","Mainland China",31.82571,117.2264,2020-02-05,3,"recovered"
"699","Beijing","Mainland China",40.18238,116.4142,2020-02-05,1,"recovered"
"700","Chongqing","Mainland China",30.05718,107.874,2020-02-05,6,"recovered"
"701","Fujian","Mainland China",26.07783,117.9895,2020-02-05,8,"recovered"
"702","Gansu","Mainland China",36.0611,103.8343,2020-02-05,2,"recovered"
"703","Guangdong","Mainland China",23.33841,113.422,2020-02-05,19,"recovered"
"704","Guangxi","Mainland China",23.82908,108.7881,2020-02-05,3,"recovered"
"705","Guizhou","Mainland China",26.81536,106.8748,2020-02-05,7,"recovered"
"706","Hebei","Mainland China",38.0428,114.5149,2020-02-05,2,"recovered"
"707","Heilongjiang","Mainland China",47.862,127.7622,2020-02-05,3,"recovered"
"708","Henan","Mainland China",33.88202,113.614,2020-02-05,20,"recovered"
"709","Hubei","Mainland China",30.97564,112.2707,2020-02-05,111,"recovered"
"710","Hunan","Mainland China",27.61041,111.7088,2020-02-05,23,"recovered"
"711","Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-05,2,"recovered"
"712","Jiangsu","Mainland China",32.97027,119.464,2020-02-05,11,"recovered"
"713","Jiangxi","Mainland China",27.61401,115.7221,2020-02-05,7,"recovered"
"714","Jilin","Mainland China",43.66657,126.1917,2020-02-05,1,"recovered"
"715","Liaoning","Mainland China",41.29284,122.6086,2020-02-05,2,"recovered"
"716","Qinghai","Mainland China",35.65945,96.02564,2020-02-05,3,"recovered"
"717","Shaanxi","Mainland China",35.19165,108.8701,2020-02-05,4,"recovered"
"718","Shandong","Mainland China",36.34377,118.1529,2020-02-05,4,"recovered"
"719","Shanghai","Mainland China",31.20327,121.4554,2020-02-05,3,"recovered"
"720","Shanxi","Mainland China",37.57769,112.2922,2020-02-05,1,"recovered"
"721","Sichuan","Mainland China",30.61714,102.7103,2020-02-05,10,"recovered"
"722","Zhejiang","Mainland China",29.18251,120.0985,2020-02-05,16,"recovered"
"723","","Japan",35.6762,139.6503,2020-02-06,23,"confirmed"
"724","","South Korea",37.5665,126.978,2020-02-06,4,"confirmed"
"725","","Vietnam",21.0278,105.8342,2020-02-06,2,"confirmed"
"726","Anhui","Mainland China",31.82571,117.2264,2020-02-06,61,"confirmed"
"727","Beijing","Mainland China",40.18238,116.4142,2020-02-06,21,"confirmed"
"728","Chongqing","Mainland China",30.05718,107.874,2020-02-06,22,"confirmed"
"729","Fujian","Mainland China",26.07783,117.9895,2020-02-06,10,"confirmed"
"730","Guangdong","Mainland China",23.33841,113.422,2020-02-06,75,"confirmed"
"731","Guangxi","Mainland China",23.82908,108.7881,2020-02-06,18,"confirmed"
"732","Guizhou","Mainland China",26.81536,106.8748,2020-02-06,7,"confirmed"
"733","Hainan","Mainland China",19.19673,109.7455,2020-02-06,7,"confirmed"
"734","Hebei","Mainland China",38.0428,114.5149,2020-02-06,22,"confirmed"
"735","Heilongjiang","Mainland China",47.862,127.7622,2020-02-06,37,"confirmed"
"736","Henan","Mainland China",33.88202,113.614,2020-02-06,87,"confirmed"
"737","Hong Kong","Hong Kong",22.3193,114.1694,2020-02-06,3,"confirmed"
"738","Hubei","Mainland China",30.97564,112.2707,2020-02-06,2447,"confirmed"
"739","Hunan","Mainland China",27.61041,111.7088,2020-02-06,50,"confirmed"
"740","Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-06,4,"confirmed"
"741","Jiangsu","Mainland China",32.97027,119.464,2020-02-06,32,"confirmed"
"742","Jiangxi","Mainland China",27.61401,115.7221,2020-02-06,52,"confirmed"
"743","Jilin","Mainland China",43.66657,126.1917,2020-02-06,5,"confirmed"
"744","Liaoning","Mainland China",41.29284,122.6086,2020-02-06,5,"confirmed"
"745","Ningxia","Mainland China",37.26923,106.1655,2020-02-06,6,"confirmed"
"746","Qinghai","Mainland China",35.65945,96.02564,2020-02-06,1,"confirmed"
"747","Queensland","Australia",-27.4698,153.0251,2020-02-06,1,"confirmed"
"748","Shaanxi","Mainland China",35.19165,108.8701,2020-02-06,8,"confirmed"
"749","Shandong","Mainland China",36.34377,118.1529,2020-02-06,40,"confirmed"
"750","Shanghai","Mainland China",31.20327,121.4554,2020-02-06,14,"confirmed"
"751","Shanxi","Mainland China",37.57769,112.2922,2020-02-06,15,"confirmed"
"752","Sichuan","Mainland China",30.61714,102.7103,2020-02-06,20,"confirmed"
"753","Taiwan","Taiwan",23.6978,120.9605,2020-02-06,5,"confirmed"
"754","Tianjin","Mainland China",39.29362,117.333,2020-02-06,10,"confirmed"
"755","Xinjiang","Mainland China",41.11981,85.17822,2020-02-06,4,"confirmed"
"756","Yunnan","Mainland China",24.97411,101.4868,2020-02-06,5,"confirmed"
"757","Zhejiang","Mainland China",29.18251,120.0985,2020-02-06,59,"confirmed"
"758","Heilongjiang","Mainland China",47.862,127.7622,2020-02-06,1,"death"
"759","Hubei","Mainland China",30.97564,112.2707,2020-02-06,69,"death"
"760","Anhui","Mainland China",31.82571,117.2264,2020-02-06,11,"recovered"
"761","Beijing","Mainland China",40.18238,116.4142,2020-02-06,7,"recovered"
"762","Chongqing","Mainland China",30.05718,107.874,2020-02-06,9,"recovered"
"763","Fujian","Mainland China",26.07783,117.9895,2020-02-06,3,"recovered"
"764","Guangdong","Mainland China",23.33841,113.422,2020-02-06,20,"recovered"
"765","Guangxi","Mainland China",23.82908,108.7881,2020-02-06,1,"recovered"
"766","Guizhou","Mainland China",26.81536,106.8748,2020-02-06,-3,"recovered"
"767","Hainan","Mainland China",19.19673,109.7455,2020-02-06,3,"recovered"
"768","Hebei","Mainland China",38.0428,114.5149,2020-02-06,7,"recovered"
"769","Heilongjiang","Mainland China",47.862,127.7622,2020-02-06,1,"recovered"
"770","Henan","Mainland China",33.88202,113.614,2020-02-06,9,"recovered"
"771","Hubei","Mainland China",30.97564,112.2707,2020-02-06,184,"recovered"
"772","Hunan","Mainland China",27.61041,111.7088,2020-02-06,27,"recovered"
"773","Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-06,1,"recovered"
"774","Jiangsu","Mainland China",32.97027,119.464,2020-02-06,11,"recovered"
"775","Jiangxi","Mainland China",27.61401,115.7221,2020-02-06,10,"recovered"
"776","Jilin","Mainland China",43.66657,126.1917,2020-02-06,2,"recovered"
"777","Liaoning","Mainland China",41.29284,122.6086,2020-02-06,1,"recovered"
"778","Macau","Macau",22.1987,113.5439,2020-02-06,1,"recovered"
"779","Shaanxi","Mainland China",35.19165,108.8701,2020-02-06,3,"recovered"
"780","Shandong","Mainland China",36.34377,118.1529,2020-02-06,12,"recovered"
"781","Shanghai","Mainland China",31.20327,121.4554,2020-02-06,10,"recovered"
"782","Shanxi","Mainland China",37.57769,112.2922,2020-02-06,7,"recovered"
"783","Sichuan","Mainland China",30.61714,102.7103,2020-02-06,7,"recovered"
"784","Taiwan","Taiwan",23.6978,120.9605,2020-02-06,1,"recovered"
"785","Yunnan","Mainland China",24.97411,101.4868,2020-02-06,2,"recovered"
"786","Zhejiang","Mainland China",29.18251,120.0985,2020-02-06,16,"recovered"
"787","","Germany",51.1657,10.4515,2020-02-07,1,"confirmed"
"788","","Italy",41.8719,12.5674,2020-02-07,1,"confirmed"
"789","","Japan",35.6762,139.6503,2020-02-07,-20,"confirmed"
"790","","Philippines",12.8797,121.774,2020-02-07,1,"confirmed"
"791","","Singapore",1.3521,103.8198,2020-02-07,2,"confirmed"
"792","","South Korea",37.5665,126.978,2020-02-07,1,"confirmed"
"793","","UK",55.3781,-3.436,2020-02-07,1,"confirmed"
"794","Anhui","Mainland China",31.82571,117.2264,2020-02-07,74,"confirmed"
"795","Beijing","Mainland China",40.18238,116.4142,2020-02-07,23,"confirmed"
"796","British Columbia","Canada",49.2827,-123.121,2020-02-07,2,"confirmed"
"797","Chongqing","Mainland China",30.05718,107.874,2020-02-07,15,"confirmed"
"798","Diamond Princess cruise ship","Others",35.4437,129.638,2020-02-07,61,"confirmed"
"799","Fujian","Mainland China",26.07783,117.9895,2020-02-07,9,"confirmed"
"800","Gansu","Mainland China",36.0611,103.8343,2020-02-07,5,"confirmed"
"801","Guangdong","Mainland China",23.33841,113.422,2020-02-07,64,"confirmed"
"802","Guangxi","Mainland China",23.82908,108.7881,2020-02-07,4,"confirmed"
"803","Guizhou","Mainland China",26.81536,106.8748,2020-02-07,10,"confirmed"
"804","Hainan","Mainland China",19.19673,109.7455,2020-02-07,11,"confirmed"
"805","Hebei","Mainland China",38.0428,114.5149,2020-02-07,15,"confirmed"
"806","Heilongjiang","Mainland China",47.862,127.7622,2020-02-07,50,"confirmed"
"807","Henan","Mainland China",33.88202,113.614,2020-02-07,63,"confirmed"
"808","Hong Kong","Hong Kong",22.3193,114.1694,2020-02-07,1,"confirmed"
"809","Hubei","Mainland China",30.97564,112.2707,2020-02-07,2841,"confirmed"
"810","Hunan","Mainland China",27.61041,111.7088,2020-02-07,61,"confirmed"
"811","Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-07,4,"confirmed"
"812","Jiangsu","Mainland China",32.97027,119.464,2020-02-07,35,"confirmed"
"813","Jiangxi","Mainland China",27.61401,115.7221,2020-02-07,61,"confirmed"
"814","Jilin","Mainland China",43.66657,126.1917,2020-02-07,6,"confirmed"
"815","Liaoning","Mainland China",41.29284,122.6086,2020-02-07,5,"confirmed"
"816","Ningxia","Mainland China",37.26923,106.1655,2020-02-07,3,"confirmed"
"817","Queensland","Australia",-27.4698,153.0251,2020-02-07,1,"confirmed"
"818","Shaanxi","Mainland China",35.19165,108.8701,2020-02-07,11,"confirmed"
"819","Shandong","Mainland China",36.34377,118.1529,2020-02-07,39,"confirmed"
"820","Shanghai","Mainland China",31.20327,121.4554,2020-02-07,20,"confirmed"
"821","Shanxi","Mainland China",37.57769,112.2922,2020-02-07,8,"confirmed"
"822","Sichuan","Mainland China",30.61714,102.7103,2020-02-07,23,"confirmed"
"823","Tianjin","Mainland China",39.29362,117.333,2020-02-07,2,"confirmed"
"824","Xinjiang","Mainland China",41.11981,85.17822,2020-02-07,3,"confirmed"
"825","Yunnan","Mainland China",24.97411,101.4868,2020-02-07,5,"confirmed"
"826","Zhejiang","Mainland China",29.18251,120.0985,2020-02-07,52,"confirmed"
"827","Guangdong","Mainland China",23.33841,113.422,2020-02-07,1,"death"
"828","Hainan","Mainland China",19.19673,109.7455,2020-02-07,1,"death"
"829","Henan","Mainland China",33.88202,113.614,2020-02-07,1,"death"
"830","Hubei","Mainland China",30.97564,112.2707,2020-02-07,81,"death"
"831","Jilin","Mainland China",43.66657,126.1917,2020-02-07,1,"death"
"832","","Malaysia",4.2105,101.9758,2020-02-07,1,"recovered"
"833","","South Korea",37.5665,126.978,2020-02-07,1,"recovered"
"834","Anhui","Mainland China",31.82571,117.2264,2020-02-07,13,"recovered"
"835","Beijing","Mainland China",40.18238,116.4142,2020-02-07,2,"recovered"
"836","Chongqing","Mainland China",30.05718,107.874,2020-02-07,7,"recovered"
"837","Fujian","Mainland China",26.07783,117.9895,2020-02-07,6,"recovered"
"838","Gansu","Mainland China",36.0611,103.8343,2020-02-07,3,"recovered"
"839","Guangdong","Mainland China",23.33841,113.422,2020-02-07,19,"recovered"
"840","Guangxi","Mainland China",23.82908,108.7881,2020-02-07,3,"recovered"
"841","Hainan","Mainland China",19.19673,109.7455,2020-02-07,2,"recovered"
"842","Hebei","Mainland China",38.0428,114.5149,2020-02-07,9,"recovered"
"843","Heilongjiang","Mainland China",47.862,127.7622,2020-02-07,4,"recovered"
"844","Henan","Mainland China",33.88202,113.614,2020-02-07,30,"recovered"
"845","Hubei","Mainland China",30.97564,112.2707,2020-02-07,298,"recovered"
"846","Hunan","Mainland China",27.61041,111.7088,2020-02-07,31,"recovered"
"847","Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-07,1,"recovered"
"848","Jiangsu","Mainland China",32.97027,119.464,2020-02-07,9,"recovered"
"849","Jiangxi","Mainland China",27.61401,115.7221,2020-02-07,8,"recovered"
"850","Liaoning","Mainland China",41.29284,122.6086,2020-02-07,2,"recovered"
