"","Province.State","Country.Region","Lat","Long","date","cases","type"
"1201","Hong Kong","Hong Kong",22.3193,114.1694,2020-02-12,1,"recovered"
"1202","Hubei","Mainland China",30.97564,112.2707,2020-02-12,47,"recovered"
"1203","Hunan","Mainland China",27.61041,111.7088,2020-02-12,57,"recovered"
"1204","Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-12,1,"recovered"
"1205","Jiangsu","Mainland China",32.97027,119.464,2020-02-12,32,"recovered"
"1206","Jiangxi","Mainland China",27.61401,115.7221,2020-02-12,24,"recovered"
"1207","Jilin","Mainland China",43.66657,126.1917,2020-02-12,4,"recovered"
"1208","Liaoning","Mainland China",41.29284,122.6086,2020-02-12,1,"recovered"
"1209","London, ON","Canada",42.9849,-81.2453,2020-02-12,1,"recovered"
"1210","Macau","Macau",22.1987,113.5439,2020-02-12,1,"recovered"
"1211","Ningxia","Mainland China",37.26923,106.1655,2020-02-12,2,"recovered"
"1212","Qinghai","Mainland China",35.65945,96.02564,2020-02-12,4,"recovered"
"1213","Shaanxi","Mainland China",35.19165,108.8701,2020-02-12,11,"recovered"
"1214","Shandong","Mainland China",36.34377,118.1529,2020-02-12,12,"recovered"
"1215","Shanghai","Mainland China",31.20327,121.4554,2020-02-12,5,"recovered"
"1216","Shanxi","Mainland China",37.57769,112.2922,2020-02-12,3,"recovered"
"1217","Sichuan","Mainland China",30.61714,102.7103,2020-02-12,7,"recovered"
"1218","Tianjin","Mainland China",39.29362,117.333,2020-02-12,1,"recovered"
"1219","Tibet","Mainland China",30.1534,88.7879,2020-02-12,1,"recovered"
"1220","Yunnan","Mainland China",24.97411,101.4868,2020-02-12,6,"recovered"
"1221","Zhejiang","Mainland China",29.18251,120.0985,2020-02-12,51,"recovered"
"1222","","Malaysia",4.2105,101.9758,2020-02-13,1,"confirmed"
"1223","","Singapore",1.3521,103.8198,2020-02-13,8,"confirmed"
"1224","","Vietnam",21.0278,105.8342,2020-02-13,1,"confirmed"
"1225","Anhui","Mainland China",31.82571,117.2264,2020-02-13,21,"confirmed"
"1226","Beijing","Mainland China",40.18238,116.4142,2020-02-13,14,"confirmed"
"1227","Chongqing","Mainland China",30.05718,107.874,2020-02-13,11,"confirmed"
"1228","Fujian","Mainland China",26.07783,117.9895,2020-02-13,7,"confirmed"
"1229","Gansu","Mainland China",36.0611,103.8343,2020-02-13,3,"confirmed"
"1230","Guangdong","Mainland China",23.33841,113.422,2020-02-13,22,"confirmed"
"1231","Guizhou","Mainland China",26.81536,106.8748,2020-02-13,2,"confirmed"
"1232","Hebei","Mainland China",38.0428,114.5149,2020-02-13,14,"confirmed"
"1233","Heilongjiang","Mainland China",47.862,127.7622,2020-02-13,17,"confirmed"
"1234","Henan","Mainland China",33.88202,113.614,2020-02-13,34,"confirmed"
"1235","Hong Kong","Hong Kong",22.3193,114.1694,2020-02-13,3,"confirmed"
"1236","Hubei","Mainland China",30.97564,112.2707,2020-02-13,14840,"confirmed"
"1237","Hunan","Mainland China",27.61041,111.7088,2020-02-13,22,"confirmed"
"1238","Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-13,1,"confirmed"
"1239","Jiangsu","Mainland China",32.97027,119.464,2020-02-13,27,"confirmed"
"1240","Jiangxi","Mainland China",27.61401,115.7221,2020-02-13,28,"confirmed"
"1241","Jilin","Mainland China",43.66657,126.1917,2020-02-13,1,"confirmed"
"1242","Liaoning","Mainland China",41.29284,122.6086,2020-02-13,1,"confirmed"
"1243","Ningxia","Mainland China",37.26923,106.1655,2020-02-13,6,"confirmed"
"1244","San Antonio, TX","US",29.4241,-98.4936,2020-02-13,1,"confirmed"
"1245","San Diego County, CA","US",32.7157,-117.1611,2020-02-13,1,"confirmed"
"1246","Shaanxi","Mainland China",35.19165,108.8701,2020-02-13,4,"confirmed"
"1247","Shandong","Mainland China",36.34377,118.1529,2020-02-13,12,"confirmed"
"1248","Shanghai","Mainland China",31.20327,121.4554,2020-02-13,4,"confirmed"
"1249","Sichuan","Mainland China",30.61714,102.7103,2020-02-13,15,"confirmed"
"1250","Tianjin","Mainland China",39.29362,117.333,2020-02-13,7,"confirmed"
"1251","Xinjiang","Mainland China",41.11981,85.17822,2020-02-13,4,"confirmed"
"1252","Yunnan","Mainland China",24.97411,101.4868,2020-02-13,2,"confirmed"
"1253","Zhejiang","Mainland China",29.18251,120.0985,2020-02-13,14,"confirmed"
"1254","","Japan",35.6762,139.6503,2020-02-13,1,"death"
"1255","Anhui","Mainland China",31.82571,117.2264,2020-02-13,1,"death"
"1256","Chongqing","Mainland China",30.05718,107.874,2020-02-13,1,"death"
"1257","Guangdong","Mainland China",23.33841,113.422,2020-02-13,1,"death"
"1258","Guangxi","Mainland China",23.82908,108.7881,2020-02-13,1,"death"
"1259","Hebei","Mainland China",38.0428,114.5149,2020-02-13,1,"death"
"1260","Heilongjiang","Mainland China",47.862,127.7622,2020-02-13,1,"death"
"1261","Henan","Mainland China",33.88202,113.614,2020-02-13,2,"death"
"1262","Hubei","Mainland China",30.97564,112.2707,2020-02-13,242,"death"
"1263","Tianjin","Mainland China",39.29362,117.333,2020-02-13,1,"death"
"1264","Xinjiang","Mainland China",41.11981,85.17822,2020-02-13,1,"death"
"1265","","Germany",51.1657,10.4515,2020-02-13,1,"recovered"
"1266","","Thailand",13.7563,100.5018,2020-02-13,2,"recovered"
"1267","","Vietnam",21.0278,105.8342,2020-02-13,1,"recovered"
"1268","Anhui","Mainland China",31.82571,117.2264,2020-02-13,30,"recovered"
"1269","Beijing","Mainland China",40.18238,116.4142,2020-02-13,13,"recovered"
"1270","Chongqing","Mainland China",30.05718,107.874,2020-02-13,26,"recovered"
"1271","Fujian","Mainland China",26.07783,117.9895,2020-02-13,4,"recovered"
"1272","Gansu","Mainland China",36.0611,103.8343,2020-02-13,8,"recovered"
"1273","Guangdong","Mainland China",23.33841,113.422,2020-02-13,39,"recovered"
"1274","Guangxi","Mainland China",23.82908,108.7881,2020-02-13,1,"recovered"
"1275","Guizhou","Mainland China",26.81536,106.8748,2020-02-13,9,"recovered"
"1276","Hainan","Mainland China",19.19673,109.7455,2020-02-13,3,"recovered"
"1277","Hebei","Mainland China",38.0428,114.5149,2020-02-13,14,"recovered"
"1278","Heilongjiang","Mainland China",47.862,127.7622,2020-02-13,2,"recovered"
"1279","Henan","Mainland China",33.88202,113.614,2020-02-13,50,"recovered"
"1280","Hubei","Mainland China",30.97564,112.2707,2020-02-13,773,"recovered"
"1281","Hunan","Mainland China",27.61041,111.7088,2020-02-13,35,"recovered"
"1282","Jiangsu","Mainland China",32.97027,119.464,2020-02-13,14,"recovered"
"1283","Jiangxi","Mainland China",27.61401,115.7221,2020-02-13,18,"recovered"
"1284","Jilin","Mainland China",43.66657,126.1917,2020-02-13,2,"recovered"
"1285","Liaoning","Mainland China",41.29284,122.6086,2020-02-13,2,"recovered"
"1286","Macau","Macau",22.1987,113.5439,2020-02-13,1,"recovered"
"1287","New South Wales","Australia",-33.8688,151.2093,2020-02-13,2,"recovered"
"1288","Qinghai","Mainland China",35.65945,96.02564,2020-02-13,2,"recovered"
"1289","Shaanxi","Mainland China",35.19165,108.8701,2020-02-13,3,"recovered"
"1290","Shandong","Mainland China",36.34377,118.1529,2020-02-13,13,"recovered"
"1291","Shanghai","Mainland China",31.20327,121.4554,2020-02-13,5,"recovered"
"1292","Shanxi","Mainland China",37.57769,112.2922,2020-02-13,3,"recovered"
"1293","Sichuan","Mainland China",30.61714,102.7103,2020-02-13,12,"recovered"
"1294","Tianjin","Mainland China",39.29362,117.333,2020-02-13,10,"recovered"
"1295","Victoria","Australia",-37.8136,144.9631,2020-02-13,4,"recovered"
"1296","Xinjiang","Mainland China",41.11981,85.17822,2020-02-13,3,"recovered"
"1297","Yunnan","Mainland China",24.97411,101.4868,2020-02-13,1,"recovered"
"1298","Zhejiang","Mainland China",29.18251,120.0985,2020-02-13,39,"recovered"
"1299","","Egypt",26.8206,30.8025,2020-02-14,1,"confirmed"
"1300","","Japan",35.6762,139.6503,2020-02-14,1,"confirmed"
"1301","","Singapore",1.3521,103.8198,2020-02-14,9,"confirmed"
"1302","Anhui","Mainland China",31.82571,117.2264,2020-02-14,24,"confirmed"
"1303","Beijing","Mainland China",40.18238,116.4142,2020-02-14,6,"confirmed"
"1304","Chongqing","Mainland China",30.05718,107.874,2020-02-14,8,"confirmed"
"1305","Diamond Princess cruise ship","Others",35.4437,129.638,2020-02-14,43,"confirmed"
"1306","Fujian","Mainland China",26.07783,117.9895,2020-02-14,2,"confirmed"
"1307","Guangdong","Mainland China",23.33841,113.422,2020-02-14,20,"confirmed"
"1308","Guangxi","Mainland China",23.82908,108.7881,2020-02-14,4,"confirmed"
"1309","Guizhou","Mainland China",26.81536,106.8748,2020-02-14,5,"confirmed"
"1310","Hainan","Mainland China",19.19673,109.7455,2020-02-14,2,"confirmed"
"1311","Hebei","Mainland China",38.0428,114.5149,2020-02-14,18,"confirmed"
"1312","Heilongjiang","Mainland China",47.862,127.7622,2020-02-14,24,"confirmed"
"1313","Henan","Mainland China",33.88202,113.614,2020-02-14,15,"confirmed"
"1314","Hong Kong","Hong Kong",22.3193,114.1694,2020-02-14,3,"confirmed"
"1315","Hubei","Mainland China",30.97564,112.2707,2020-02-14,6200,"confirmed"
"1316","Hunan","Mainland China",27.61041,111.7088,2020-02-14,20,"confirmed"
"1317","Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-14,4,"confirmed"
"1318","Jiangsu","Mainland China",32.97027,119.464,2020-02-14,23,"confirmed"
"1319","Jiangxi","Mainland China",27.61401,115.7221,2020-02-14,28,"confirmed"
"1320","Jilin","Mainland China",43.66657,126.1917,2020-02-14,2,"confirmed"
"1321","Liaoning","Mainland China",41.29284,122.6086,2020-02-14,2,"confirmed"
"1322","Ningxia","Mainland China",37.26923,106.1655,2020-02-14,3,"confirmed"
"1323","Shaanxi","Mainland China",35.19165,108.8701,2020-02-14,1,"confirmed"
"1324","Shandong","Mainland China",36.34377,118.1529,2020-02-14,14,"confirmed"
"1325","Shanghai","Mainland China",31.20327,121.4554,2020-02-14,3,"confirmed"
"1326","Shanxi","Mainland China",37.57769,112.2922,2020-02-14,1,"confirmed"
"1327","Sichuan","Mainland China",30.61714,102.7103,2020-02-14,12,"confirmed"
"1328","Tianjin","Mainland China",39.29362,117.333,2020-02-14,1,"confirmed"
"1329","Xinjiang","Mainland China",41.11981,85.17822,2020-02-14,2,"confirmed"
"1330","Yunnan","Mainland China",24.97411,101.4868,2020-02-14,6,"confirmed"
"1331","Zhejiang","Mainland China",29.18251,120.0985,2020-02-14,10,"confirmed"
"1332","Anhui","Mainland China",31.82571,117.2264,2020-02-14,1,"death"
"1333","Chongqing","Mainland China",30.05718,107.874,2020-02-14,1,"death"
"1334","Heilongjiang","Mainland China",47.862,127.7622,2020-02-14,2,"death"
"1335","Henan","Mainland China",33.88202,113.614,2020-02-14,1,"death"
"1336","Hubei","Mainland China",30.97564,112.2707,2020-02-14,147,"death"
"1337","","Singapore",1.3521,103.8198,2020-02-14,2,"recovered"
"1338","Anhui","Mainland China",31.82571,117.2264,2020-02-14,36,"recovered"
"1339","Beijing","Mainland China",40.18238,116.4142,2020-02-14,11,"recovered"
"1340","Chongqing","Mainland China",30.05718,107.874,2020-02-14,24,"recovered"
"1341","Fujian","Mainland China",26.07783,117.9895,2020-02-14,6,"recovered"
"1342","Guangdong","Mainland China",23.33841,113.422,2020-02-14,48,"recovered"
"1343","Guangxi","Mainland China",23.82908,108.7881,2020-02-14,3,"recovered"
"1344","Guizhou","Mainland China",26.81536,106.8748,2020-02-14,1,"recovered"
"1345","Hainan","Mainland China",19.19673,109.7455,2020-02-14,13,"recovered"
"1346","Hebei","Mainland China",38.0428,114.5149,2020-02-14,19,"recovered"
"1347","Heilongjiang","Mainland China",47.862,127.7622,2020-02-14,14,"recovered"
"1348","Henan","Mainland China",33.88202,113.614,2020-02-14,61,"recovered"
"1349","Hubei","Mainland China",30.97564,112.2707,2020-02-14,1315,"recovered"
"1350","Hunan","Mainland China",27.61041,111.7088,2020-02-14,25,"recovered"
"1351","Jiangsu","Mainland China",32.97027,119.464,2020-02-14,18,"recovered"
"1352","Jiangxi","Mainland China",27.61401,115.7221,2020-02-14,17,"recovered"
"1353","Jilin","Mainland China",43.66657,126.1917,2020-02-14,1,"recovered"
"1354","Liaoning","Mainland China",41.29284,122.6086,2020-02-14,7,"recovered"
"1355","Shaanxi","Mainland China",35.19165,108.8701,2020-02-14,8,"recovered"
"1356","Shandong","Mainland China",36.34377,118.1529,2020-02-14,31,"recovered"
"1357","Shanghai","Mainland China",31.20327,121.4554,2020-02-14,28,"recovered"
"1358","Shanxi","Mainland China",37.57769,112.2922,2020-02-14,2,"recovered"
"1359","Sichuan","Mainland China",30.61714,102.7103,2020-02-14,10,"recovered"
"1360","Taiwan","Taiwan",23.6978,120.9605,2020-02-14,1,"recovered"
"1361","Tianjin","Mainland China",39.29362,117.333,2020-02-14,10,"recovered"
"1362","Yunnan","Mainland China",24.97411,101.4868,2020-02-14,9,"recovered"
"1363","Zhejiang","Mainland China",29.18251,120.0985,2020-02-14,43,"recovered"
"1364","","France",46.2276,2.2137,2020-02-15,1,"confirmed"
"1365","","Japan",35.6762,139.6503,2020-02-15,14,"confirmed"
"1366","","Malaysia",4.2105,101.9758,2020-02-15,3,"confirmed"
"1367","","Singapore",1.3521,103.8198,2020-02-15,5,"confirmed"
"1368","Anhui","Mainland China",31.82571,117.2264,2020-02-15,16,"confirmed"
"1369","Beijing","Mainland China",40.18238,116.4142,2020-02-15,3,"confirmed"
"1370","Chongqing","Mainland China",30.05718,107.874,2020-02-15,7,"confirmed"
"1371","Diamond Princess cruise ship","Others",35.4437,129.638,2020-02-15,67,"confirmed"
"1372","Fujian","Mainland China",26.07783,117.9895,2020-02-15,4,"confirmed"
"1373","Guangdong","Mainland China",23.33841,113.422,2020-02-15,33,"confirmed"
"1374","Guangxi","Mainland China",23.82908,108.7881,2020-02-15,9,"confirmed"
"1375","Guizhou","Mainland China",26.81536,106.8748,2020-02-15,3,"confirmed"
"1376","Hainan","Mainland China",19.19673,109.7455,2020-02-15,3,"confirmed"
"1377","Hebei","Mainland China",38.0428,114.5149,2020-02-15,8,"confirmed"
"1378","Heilongjiang","Mainland China",47.862,127.7622,2020-02-15,6,"confirmed"
"1379","Henan","Mainland China",33.88202,113.614,2020-02-15,28,"confirmed"
"1380","Hubei","Mainland China",30.97564,112.2707,2020-02-15,1843,"confirmed"
"1381","Hunan","Mainland China",27.61041,111.7088,2020-02-15,13,"confirmed"
"1382","Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-15,3,"confirmed"
"1383","Jiangsu","Mainland China",32.97027,119.464,2020-02-15,11,"confirmed"
"1384","Jiangxi","Mainland China",27.61401,115.7221,2020-02-15,13,"confirmed"
"1385","Jilin","Mainland China",43.66657,126.1917,2020-02-15,2,"confirmed"
"1386","Ningxia","Mainland China",37.26923,106.1655,2020-02-15,3,"confirmed"
"1387","Shaanxi","Mainland China",35.19165,108.8701,2020-02-15,2,"confirmed"
"1388","Shandong","Mainland China",36.34377,118.1529,2020-02-15,9,"confirmed"
"1389","Shanghai","Mainland China",31.20327,121.4554,2020-02-15,8,"confirmed"
"1390","Shanxi","Mainland China",37.57769,112.2922,2020-02-15,1,"confirmed"
"1391","Sichuan","Mainland China",30.61714,102.7103,2020-02-15,7,"confirmed"
"1392","Tianjin","Mainland China",39.29362,117.333,2020-02-15,2,"confirmed"
"1393","Xinjiang","Mainland China",41.11981,85.17822,2020-02-15,5,"confirmed"
"1394","Yunnan","Mainland China",24.97411,101.4868,2020-02-15,6,"confirmed"
"1395","Zhejiang","Mainland China",29.18251,120.0985,2020-02-15,7,"confirmed"
"1396","","France",46.2276,2.2137,2020-02-15,1,"death"
"1397","Beijing","Mainland China",40.18238,116.4142,2020-02-15,1,"death"
"1398","Henan","Mainland China",33.88202,113.614,2020-02-15,2,"death"
"1399","Hubei","Mainland China",30.97564,112.2707,2020-02-15,139,"death"
"1400","","France",46.2276,2.2137,2020-02-15,2,"recovered"
"1401","","Japan",35.6762,139.6503,2020-02-15,3,"recovered"
"1402","","Malaysia",4.2105,101.9758,2020-02-15,4,"recovered"
"1403","","Singapore",1.3521,103.8198,2020-02-15,1,"recovered"
"1404","","South Korea",37.5665,126.978,2020-02-15,2,"recovered"
"1405","","Spain",40.4637,-3.7492,2020-02-15,2,"recovered"
"1406","","United Arab Emirates",23.4241,53.8478,2020-02-15,2,"recovered"
"1407","Anhui","Mainland China",31.82571,117.2264,2020-02-15,28,"recovered"
"1408","Beijing","Mainland China",40.18238,116.4142,2020-02-15,18,"recovered"
"1409","Chongqing","Mainland China",30.05718,107.874,2020-02-15,32,"recovered"
"1410","Fujian","Mainland China",26.07783,117.9895,2020-02-15,8,"recovered"
"1411","Gansu","Mainland China",36.0611,103.8343,2020-02-15,10,"recovered"
"1412","Guangdong","Mainland China",23.33841,113.422,2020-02-15,48,"recovered"
"1413","Guangxi","Mainland China",23.82908,108.7881,2020-02-15,8,"recovered"
"1414","Guizhou","Mainland China",26.81536,106.8748,2020-02-15,13,"recovered"
"1415","Hainan","Mainland China",19.19673,109.7455,2020-02-15,-4,"recovered"
"1416","Hebei","Mainland China",38.0428,114.5149,2020-02-15,14,"recovered"
"1417","Heilongjiang","Mainland China",47.862,127.7622,2020-02-15,21,"recovered"
"1418","Henan","Mainland China",33.88202,113.614,2020-02-15,34,"recovered"
"1419","Hubei","Mainland China",30.97564,112.2707,2020-02-15,849,"recovered"
"1420","Hunan","Mainland China",27.61041,111.7088,2020-02-15,61,"recovered"
"1421","Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-15,1,"recovered"
"1422","Jiangsu","Mainland China",32.97027,119.464,2020-02-15,29,"recovered"
"1423","Jiangxi","Mainland China",27.61401,115.7221,2020-02-15,23,"recovered"
"1424","Jilin","Mainland China",43.66657,126.1917,2020-02-15,1,"recovered"
"1425","Liaoning","Mainland China",41.29284,122.6086,2020-02-15,2,"recovered"
"1426","Ningxia","Mainland China",37.26923,106.1655,2020-02-15,9,"recovered"
"1427","Qinghai","Mainland China",35.65945,96.02564,2020-02-15,2,"recovered"
"1428","Shaanxi","Mainland China",35.19165,108.8701,2020-02-15,6,"recovered"
"1429","Shandong","Mainland China",36.34377,118.1529,2020-02-15,20,"recovered"
"1430","Shanghai","Mainland China",31.20327,121.4554,2020-02-15,34,"recovered"
"1431","Shanxi","Mainland China",37.57769,112.2922,2020-02-15,8,"recovered"
"1432","Sichuan","Mainland China",30.61714,102.7103,2020-02-15,5,"recovered"
"1433","Tianjin","Mainland China",39.29362,117.333,2020-02-15,6,"recovered"
"1434","Xinjiang","Mainland China",41.11981,85.17822,2020-02-15,4,"recovered"
"1435","Yunnan","Mainland China",24.97411,101.4868,2020-02-15,6,"recovered"
"1436","Zhejiang","Mainland China",29.18251,120.0985,2020-02-15,25,"recovered"
"1437","","Japan",35.6762,139.6503,2020-02-16,16,"confirmed"
"1438","","Singapore",1.3521,103.8198,2020-02-16,3,"confirmed"
"1439","","South Korea",37.5665,126.978,2020-02-16,1,"confirmed"
"1440","","Thailand",13.7563,100.5018,2020-02-16,1,"confirmed"
"1441","","United Arab Emirates",23.4241,53.8478,2020-02-16,1,"confirmed"
"1442","Anhui","Mainland China",31.82571,117.2264,2020-02-16,12,"confirmed"
"1443","Beijing","Mainland China",40.18238,116.4142,2020-02-16,5,"confirmed"
"1444","Chongqing","Mainland China",30.05718,107.874,2020-02-16,7,"confirmed"
"1445","Diamond Princess cruise ship","Others",35.4437,129.638,2020-02-16,70,"confirmed"
"1446","Fujian","Mainland China",26.07783,117.9895,2020-02-16,2,"confirmed"
"1447","Guangdong","Mainland China",23.33841,113.422,2020-02-16,22,"confirmed"
"1448","Guangxi","Mainland China",23.82908,108.7881,2020-02-16,2,"confirmed"
"1449","Guizhou","Mainland China",26.81536,106.8748,2020-02-16,1,"confirmed"
"1450","Hebei","Mainland China",38.0428,114.5149,2020-02-16,9,"confirmed"
"1451","Heilongjiang","Mainland China",47.862,127.7622,2020-02-16,20,"confirmed"
"1452","Henan","Mainland China",33.88202,113.614,2020-02-16,19,"confirmed"
"1453","Hong Kong","Hong Kong",22.3193,114.1694,2020-02-16,1,"confirmed"
"1454","Hubei","Mainland China",30.97564,112.2707,2020-02-16,1933,"confirmed"
"1455","Hunan","Mainland China",27.61041,111.7088,2020-02-16,3,"confirmed"
"1456","Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-16,2,"confirmed"
"1457","Jiangsu","Mainland China",32.97027,119.464,2020-02-16,13,"confirmed"
"1458","Jiangxi","Mainland China",27.61401,115.7221,2020-02-16,12,"confirmed"
"1459","Jilin","Mainland China",43.66657,126.1917,2020-02-16,1,"confirmed"
"1460","Liaoning","Mainland China",41.29284,122.6086,2020-02-16,2,"confirmed"
"1461","Shaanxi","Mainland China",35.19165,108.8701,2020-02-16,4,"confirmed"
"1462","Shandong","Mainland China",36.34377,118.1529,2020-02-16,5,"confirmed"
"1463","Shanghai","Mainland China",31.20327,121.4554,2020-02-16,2,"confirmed"
"1464","Shanxi","Mainland China",37.57769,112.2922,2020-02-16,1,"confirmed"
"1465","Sichuan","Mainland China",30.61714,102.7103,2020-02-16,11,"confirmed"
"1466","Taiwan","Taiwan",23.6978,120.9605,2020-02-16,2,"confirmed"
"1467","Tianjin","Mainland China",39.29362,117.333,2020-02-16,2,"confirmed"
"1468","Xinjiang","Mainland China",41.11981,85.17822,2020-02-16,1,"confirmed"
"1469","Yunnan","Mainland China",24.97411,101.4868,2020-02-16,3,"confirmed"
"1470","Zhejiang","Mainland China",29.18251,120.0985,2020-02-16,5,"confirmed"
"1471","Hubei","Mainland China",30.97564,112.2707,2020-02-16,100,"death"
"1472","Hunan","Mainland China",27.61041,111.7088,2020-02-16,1,"death"
"1473","Sichuan","Mainland China",30.61714,102.7103,2020-02-16,2,"death"
"1474","Taiwan","Taiwan",23.6978,120.9605,2020-02-16,1,"death"
"1475","","India",20.5937,78.9629,2020-02-16,3,"recovered"
"1476","","Thailand",13.7563,100.5018,2020-02-16,2,"recovered"
"1477","","UK",55.3781,-3.436,2020-02-16,7,"recovered"
"1478","","United Arab Emirates",23.4241,53.8478,2020-02-16,1,"recovered"
"1479","Anhui","Mainland China",31.82571,117.2264,2020-02-16,34,"recovered"
"1480","Beijing","Mainland China",40.18238,116.4142,2020-02-16,10,"recovered"
"1481","Chongqing","Mainland China",30.05718,107.874,2020-02-16,23,"recovered"
"1482","Fujian","Mainland China",26.07783,117.9895,2020-02-16,11,"recovered"
"1483","Gansu","Mainland China",36.0611,103.8343,2020-02-16,5,"recovered"
"1484","Guangdong","Mainland China",23.33841,113.422,2020-02-16,55,"recovered"
"1485","Guangxi","Mainland China",23.82908,108.7881,2020-02-16,5,"recovered"
"1486","Guizhou","Mainland China",26.81536,106.8748,2020-02-16,5,"recovered"
"1487","Hainan","Mainland China",19.19673,109.7455,2020-02-16,13,"recovered"
"1488","Hebei","Mainland China",38.0428,114.5149,2020-02-16,4,"recovered"
"1489","Heilongjiang","Mainland China",47.862,127.7622,2020-02-16,11,"recovered"
"1490","Henan","Mainland China",33.88202,113.614,2020-02-16,49,"recovered"
"1491","Hong Kong","Hong Kong",22.3193,114.1694,2020-02-16,1,"recovered"
"1492","Hubei","Mainland China",30.97564,112.2707,2020-02-16,1016,"recovered"
"1493","Hunan","Mainland China",27.61041,111.7088,2020-02-16,39,"recovered"
"1494","Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-16,1,"recovered"
"1495","Jiangsu","Mainland China",32.97027,119.464,2020-02-16,32,"recovered"
"1496","Jiangxi","Mainland China",27.61401,115.7221,2020-02-16,30,"recovered"
"1497","Jilin","Mainland China",43.66657,126.1917,2020-02-16,4,"recovered"
"1498","Liaoning","Mainland China",41.29284,122.6086,2020-02-16,9,"recovered"
"1499","Macau","Macau",22.1987,113.5439,2020-02-16,2,"recovered"
"1500","Shaanxi","Mainland China",35.19165,108.8701,2020-02-16,11,"recovered"
"1501","Shandong","Mainland China",36.34377,118.1529,2020-02-16,17,"recovered"
"1502","Shanghai","Mainland China",31.20327,121.4554,2020-02-16,16,"recovered"
"1503","Shanxi","Mainland China",37.57769,112.2922,2020-02-16,4,"recovered"
"1504","Sichuan","Mainland China",30.61714,102.7103,2020-02-16,12,"recovered"
"1505","Tianjin","Mainland China",39.29362,117.333,2020-02-16,8,"recovered"
"1506","Xinjiang","Mainland China",41.11981,85.17822,2020-02-16,2,"recovered"
"1507","Zhejiang","Mainland China",29.18251,120.0985,2020-02-16,28,"recovered"
